Koordinatensystem : Lambert konform konisch
Rechtswert        : 4179500 Meter
Hochwert          : 2403500 Meter
Hoehenlage        : 404 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4179500 2403500  5  4 21  15.9  954 120  1.7 8  7.7  62    0    0 362 -379  2
4179500 2403500  5  4 22  14.3  954 243  1.3 8  8.0  70    0    0 359 -378  2
4179500 2403500  5  4 23  14.1  954  90  1.5 7  8.1  76    0    0 350 -377  2
4179500 2403500  5  4 24  13.5  954 340  0.9 5  8.1  77    0    0 328 -376  2
4179500 2403500  5  5  1  11.8  954 320  1.3 7  7.8  80    0    0 324 -375  2
4179500 2403500  5  5  2  11.0  954 224  1.7 6  7.6  85    0    0 326 -375  2
4179500 2403500  5  5  3   9.4  954 310  0.8 6  7.1  86    0    0 316 -374  2
4179500 2403500  5  5  4   8.7  953 280  1.0 6  6.7  88    0    0 313 -373  2
4179500 2403500  5  5  5   8.5  953 320  1.2 8  6.8  92    0    0 323 -373  2
4179500 2403500  5  5  6   8.7  953 210  1.2 8  6.9  93    0   10 335 -373  2
4179500 2403500  5  5  7   9.9  952 290  1.5 7  7.4  95    0   54 331 -373  2
4179500 2403500  5  5  8  12.6  952 220  0.9 6  8.3  93    5  147 325 -374  2
4179500 2403500  5  5  9  14.4  952 190  0.9 6  8.7  84   13  226 326 -378  2
4179500 2403500  5  5 10  15.8  952 130  2.1 7  8.1  71   12  275 336 -385  2
4179500 2403500  5  5 11  16.8  951 130  2.8 6  7.7  62   60  364 339 -385  2
4179500 2403500  5  5 12  18.1  950 120  2.9 6  7.4  56   94  399 337 -380  2
4179500 2403500  5  5 13  18.6  948 105  3.3 8  7.1  51   11  312 352 -377  2
4179500 2403500  5  5 14  19.9  948 110  5.6 6  7.4  49   95  382 356 -379  2
4179500 2403500  5  5 15  20.2  947 110  5.7 5  6.6  42  112  348 341 -382  2
4179500 2403500  5  5 16  20.2  946 110  5.4 5  5.8  36   92  286 334 -382  2
4179500 2403500  5  5 17  19.6  945 145  4.4 6  6.1  40   19  194 338 -382  2
4179500 2403500  5  5 18  19.1  945 120  3.1 6  6.5  43    0  100 342 -381  2
4179500 2403500  5  5 19  18.0  944 110  2.9 7  6.6  46    0   44 346 -379  2
4179500 2403500  5  5 20  15.8  943  90  2.7 8  6.7  52    0    7 353 -376  2
4179500 2403500  5  5 21  13.5  943 100  3.2 6  6.8  61    0    0 340 -372  2
4179500 2403500  5  5 22  12.3  944  80  2.5 3  6.7  68    0    0 307 -369  2
4179500 2403500  5  5 23  11.1  944  50  1.7 3  6.5  71    0    0 288 -367  2
4179500 2403500  5  5 24   9.5  943  90  2.3 3  6.5  78    0    0 284 -365  2
4179500 2403500  5  6  1   7.2  943 290  1.4 6  6.4  87    0    0 293 -364  2
4179500 2403500  5  6  2   6.2  942 290  1.5 5  5.9  89    0    0 297 -364  2
4179500 2403500  5  6  3   5.1  942 290  2.1 5  5.5  90    0    0 287 -362  2
4179500 2403500  5  6  4   5.8  942 250  1.4 5  5.8  96    0    0 286 -360  2
4179500 2403500  5  6  5   5.2  942  90  1.5 6  5.8  96    0    0 292 -359  2
4179500 2403500  5  6  6   6.9  942 100  1.6 6  5.9  93    3   23 296 -359  2
4179500 2403500  5  6  7   8.7  942 100  1.7 5  6.6  93   88   61 293 -363  2
4179500 2403500  5  6  8  11.9  942 150  1.4 6  7.4  88  157  115 299 -370  2
4179500 2403500  5  6  9  14.3  942 280  1.7 6  8.6  85  348   91 318 -376  2
4179500 2403500  5  6 10  15.7  942 280  2.7 6  8.9  78  341  173 323 -380  2
4179500 2403500  5  6 11  16.8  942 290  3.3 6  8.5  68  443  168 327 -381  2
4179500 2403500  5  6 12  17.7  944 230  2.6 5  8.1  61  364  244 329 -380  2
4179500 2403500  5  6 13  13.7  942 290  7.5 7  7.7  64  158  327 333 -377  2
4179500 2403500  5  6 14  11.6  943 280  7.6 8  7.2  74   10  276 338 -374  2
4179500 2403500  5  6 15  10.2  943 280  6.7 7  7.0  80    0  155 331 -376  2
4179500 2403500  5  6 16   9.8  943 280  5.0 7  6.9  83    0  101 322 -378  2
4179500 2403500  5  6 17   9.5  943 270  4.3 8  6.7  83    0   61 326 -378  2
4179500 2403500  5  6 18   9.2  944 260  4.2 8  6.5  83    0   45 331 -377  2
4179500 2403500  5  6 19   9.1  944 260  3.4 8  6.4  83    0   19 330 -373  2
4179500 2403500  5  6 20   8.6  944 280  4.1 8  6.5  86    0    4 330 -369  2
4179500 2403500  5  6 21   8.1  945 260  4.5 8  6.8  92    0    0 329 -366  2
4179500 2403500  5  6 22   7.7  945 280  4.3 8  6.7  94    0    0 326 -364  2
4179500 2403500  5  6 23   7.5  945 290  3.1 8  6.4  92    0    0 325 -362  2
4179500 2403500  5  6 24   7.5  946 280  2.4 8  6.4  92    0    0 325 -359  2
4179500 2403500  5  7  1   7.5  946 300  2.6 7  6.5  93    0    0 321 -356  2
4179500 2403500  5  7  2   7.1  945 290  3.2 7  6.5  95    0    0 315 -355  2
4179500 2403500  5  7  3   6.9  945 306  2.3 5  6.4  96    0    0 301 -354  2
4179500 2403500  5  7  4   6.8  945 260  2.7 8  6.5  98    0    0 307 -352  2
4179500 2403500  5  7  5   6.6  944 270  2.1 8  6.4  98    0    0 326 -351  2
4179500 2403500  5  7  6   6.8  944 310  2.2 8  6.1  94    7   19 325 -350  2
4179500 2403500  5  7  7   7.1  944 300  3.1 7  6.1  92    0   34 317 -351  2
4179500 2403500  5  7  8   7.4  944 300  3.0 8  6.3  92    0   37 317 -352  2
4179500 2403500  5  7  9   7.0  944 260  3.8 8  6.3  93    0   88 323 -354  2
4179500 2403500  5  7 10   7.1  944 260  4.8 8  6.4  95    0  117 322 -357  2
4179500 2403500  5  7 11   7.6  945 270  5.9 8  6.5  94    0  150 323 -360  2
4179500 2403500  5  7 12   6.9  945 260  5.3 7  6.1  90    0  182 316 -369  2
4179500 2403500  5  7 13   7.2  946 260  5.3 8  5.9  88    0  167 314 -383  2
4179500 2403500  5  7 14   8.0  946 270  5.7 7  6.1  88    0  201 314 -388  2
4179500 2403500  5  7 15   7.7  946 260  5.9 8  6.0  85    0  144 314 -389  2
4179500 2403500  5  7 16   7.5  947 310  5.2 8  5.9  84    0  110 316 -386  2
4179500 2403500  5  7 17   7.3  947 260  5.7 7  5.9  86    0   98 310 -378  2
4179500 2403500  5  7 18   7.1  948 260  5.6 8  5.9  88    0   63 310 -376  2
4179500 2403500  5  7 19   6.8  948 260  4.9 8  5.8  88    0   19 315 -374  2
4179500 2403500  5  7 20   6.5  948 279  5.8 8  5.8  90    0    0 314 -368  2
4179500 2403500  5  7 21   6.4  949 260  4.7 8  5.9  92    0    0 314 -364  2
4179500 2403500  5  7 22   6.2  949 260  4.8 8  5.9  93    0    0 315 -360  2
4179500 2403500  5  7 23   6.2  950 260  5.3 8  5.8  92    0    0 315 -356  2
4179500 2403500  5  7 24   6.0  950 254  5.3 8  5.7  91    0    0 313 -352  2
4179500 2403500  5  8  1   6.1  950 240  4.3 8  5.8  92    0    0 313 -349  2
4179500 2403500  5  8  2   6.0  950 250  5.8 8  5.8  93    0    0 312 -347  2
4179500 2403500  5  8  3   6.0  950 250  5.7 8  5.6  90    0    0 313 -345  2
4179500 2403500  5  8  4   6.1  950 250  6.5 8  5.5  89    0    0 314 -345  2
4179500 2403500  5  8  5   6.1  950 250  6.2 8  5.5  88    0    0 316 -346  2
4179500 2403500  5  8  6   6.0  950 240  6.7 8  5.6  90    0    8 317 -348  2
4179500 2403500  5  8  7   6.3  951 250  7.1 7  5.7  91    0   51 308 -351  2
4179500 2403500  5  8  8   6.8  951 240  8.2 7  5.7  89    0   89 300 -357  2
4179500 2403500  5  8  9   7.8  951 250  8.5 7  5.7  84    1  178 304 -364  2
4179500 2403500  5  8 10   8.4  952 260  8.0 8  5.7  80    0  193 315 -375  2
4179500 2403500  5  8 11   8.7  952 260  7.3 7  5.8  78    0  174 317 -382  2
4179500 2403500  5  8 12   9.5  953 270  7.2 7  5.9  77    0  216 311 -382  2
4179500 2403500  5  8 13   7.7  953 269  7.2 7  5.9  79   24  307 310 -389  2
4179500 2403500  5  8 14  11.7  953 270  6.4 6  5.9  74   43  302 306 -394  2
4179500 2403500  5  8 15  11.6  953 290  5.4 6  5.8  64  155  265 301 -393  2
4179500 2403500  5  8 16  11.5  953 270  5.2 7  5.8  64   77  229 306 -391  2
4179500 2403500  5  8 17  10.5  953 300  4.1 5  5.9  68   94  170 298 -386  2
4179500 2403500  5  8 18  10.3  954 290  4.7 6  5.7  69   73  107 290 -380  2
4179500 2403500  5  8 19   9.1  954 260  2.4 8  5.6  70    3   51 307 -372  2
4179500 2403500  5  8 20   7.0  954 269  2.4 7  5.4  78    0    1 316 -366  2
4179500 2403500  5  8 21   5.6  955 229  1.9 6  5.2  83    0    0 299 -361  2
4179500 2403500  5  8 22   4.4  956 188  1.8 6  5.1  88    0    0 280 -359  2
4179500 2403500  5  8 23   4.2  956 155  1.7 4  5.1  92    0    0 273 -358  2
4179500 2403500  5  8 24   4.0  956 161  1.6 3  5.2  95    0    0 266 -357  2
4179500 2403500  5  9  1   4.2  973 185  1.4 2  5.3  96    0    0 254 -351  2
4179500 2403500  5  9  2   4.0  973 233  1.2 1  5.3  98    0    0 248 -349  2
4179500 2403500  5  9  3   3.8  973 281  1.0 0  5.3  99    0    0 246 -351  2
4179500 2403500  5  9  4   3.5  973 310  0.9 0  5.1  99    0    0 245 -353  2
4179500 2403500  5  9  5   4.8  973 298  0.8 0  5.2  97    0    6 244 -352  2
4179500 2403500  5  9  6   4.7  973 360  0.6 0  5.0  97   43   38 246 -350  2
4179500 2403500  5  9  7   8.9  973 240  0.7 0  5.6  87  170   73 254 -354  2
4179500 2403500  5  9  8  11.7  973  80  0.9 0  5.9  73  327   94 264 -364  2
4179500 2403500  5  9  9  13.9  973  80  1.7 0  6.1  64  482  105 270 -375  2
4179500 2403500  5  9 10  16.2  974 100  3.0 0  6.2  56  614  114 277 -390  2
4179500 2403500  5  9 11  18.0  973  90  3.1 0  6.1  48  709  123 284 -411  2
4179500 2403500  5  9 12  18.0  972 110  4.1 0  5.7  43  750  133 288 -421  2
4179500 2403500  5  9 13  18.8  972  70  4.0 0  5.6  41  743  143 292 -425  2
4179500 2403500  5  9 14  19.5  971  60  4.1 0  5.6  39  689  149 295 -433  2
4179500 2403500  5  9 15  20.1  972  70  3.3 0  5.5  36  590  152 298 -433  2
4179500 2403500  5  9 16  20.0  971  60  4.2 0  5.4  36  455  151 298 -433  2
4179500 2403500  5  9 17  20.0  971 100  3.4 0  5.5  36  306  138 297 -429  2
4179500 2403500  5  9 18  19.5  971  70  3.4 1  5.6  38  155  113 298 -415  2
4179500 2403500  5  9 19  18.3  970 100  2.7 1  5.7  40   38   61 299 -402  2
4179500 2403500  5  9 20  14.8  970  60  1.5 1  6.0  49    0    2 292 -390  2
4179500 2403500  5  9 21  11.1  970  80  0.9 0  6.4  66    0    0 280 -380  2
4179500 2403500  5  9 22   9.5  970  60  1.0 0  6.6  81    0    0 269 -373  2
4179500 2403500  5  9 23   8.2  970  90  1.1 0  6.6  89    0    0 265 -368  2
4179500 2403500  5  9 24   6.5  970 260  1.4 0  6.4  96    0    0 260 -363  2
4179500 2403500  5 10  1   5.9  970   0  0.5 0  6.0  97    0    0 256 -360  2
4179500 2403500  5 10  2   5.0  970 270  1.2 0  5.5  93    0    0 252 -356  2
4179500 2403500  5 10  3   4.5  970 121  1.0 0  5.4  96    0    0 250 -354  2
4179500 2403500  5 10  4   4.1  970  10  1.4 0  5.4 100    0    0 249 -353  2
4179500 2403500  5 10  5   3.3  970 260  1.2 0  5.2 100    0    6 246 -351  2
4179500 2403500  5 10  6   5.8  970 350  0.9 0  5.2  96   44   35 247 -351  2
4179500 2403500  5 10  7  10.5  971 120  1.6 0  6.1  86  177   62 257 -356  2
4179500 2403500  5 10  8  13.0  970 100  2.8 0  6.8  76  340   75 268 -368  2
4179500 2403500  5 10  9  16.0  971 110  2.7 0  6.9  64  506   74 277 -384  2
4179500 2403500  5 10 10  18.5  970 120  3.5 0  7.0  54  645   76 287 -403  2
4179500 2403500  5 10 11  19.3  969 100  4.6 0  6.4  45  749   77 293 -419  2
4179500 2403500  5 10 12  20.6  970  60  6.4 0  5.5  36  794   84 295 -430  2
4179500 2403500  5 10 13  21.1  970  70  6.3 0  5.0  31  792   92 298 -437  2
4179500 2403500  5 10 14  21.1  969  80  5.9 0  4.6  28  735  102 299 -441  2
4179500 2403500  5 10 15  21.4  969  90  5.2 0  4.4  27  623  117 299 -441  2
4179500 2403500  5 10 16  21.6  969  80  5.6 0  4.7  28  481  124 300 -437  2
4179500 2403500  5 10 17  21.2  968  80  5.5 0  5.1  31  329  116 301 -430  2
4179500 2403500  5 10 18  20.7  968  90  4.5 0  5.1  31  170  100 298 -420  2
4179500 2403500  5 10 19  19.7  968  90  3.4 1  5.3  34   44   59 301 -408  2
4179500 2403500  5 10 20  17.0  968  80  2.6 1  5.7  42    0    3 299 -396  2
4179500 2403500  5 10 21  14.9  969  70  2.5 0  6.1  51    0    0 291 -386  2
4179500 2403500  5 10 22  14.0  969  70  2.7 1  6.2  58    0    0 287 -380  2
4179500 2403500  5 10 23  14.4  970  80  3.3 1  6.3  60    0    0 289 -375  2
4179500 2403500  5 10 24  13.2  970  70  3.1 1  6.3  61    0    0 288 -371  2
4179500 2403500  5 11  1  12.7  970  80  3.4 1  6.3  64    0    0 284 -368  2
4179500 2403500  5 11  2  11.8  970  70  3.7 0  6.2  67    0    0 279 -365  2
4179500 2403500  5 11  3  11.3  970  80  3.6 0  6.0  68    0    0 275 -362  2
4179500 2403500  5 11  4  11.4  970  70  4.7 0  5.8  66    0    0 272 -360  2
4179500 2403500  5 11  5  10.8  970  80  3.8 0  5.5  64    1    7 271 -358  2
4179500 2403500  5 11  6  12.4  970  80  4.3 0  5.4  60   49   38 271 -358  2
4179500 2403500  5 11  7  13.6  970  90  3.9 0  5.4  56  180   69 272 -361  2
4179500 2403500  5 11  8  15.0  971 100  5.1 0  5.6  53  347   80 276 -372  2
4179500 2403500  5 11  9  16.4  971  90  6.6 0  5.7  49  508   84 279 -387  2
4179500 2403500  5 11 10  17.6  971  90  7.7 0  5.4  43  649   85 284 -403  2
4179500 2403500  5 11 11  19.1  970  90  5.9 0  5.5  40  753   85 290 -417  2
4179500 2403500  5 11 12  19.6  970  80  7.2 0  5.2  36  795   96 294 -428  2
4179500 2403500  5 11 13  20.9  971  70  6.8 0  4.8  31  789  105 297 -434  2
4179500 2403500  5 11 14  21.1  971  70  6.2 0  5.0  31  729  115 302 -438  2
4179500 2403500  5 11 15  21.2  970  80  6.1 0  5.1  32  621  125 303 -439  2
4179500 2403500  5 11 16  20.9  970  60  6.9 0  5.1  31  484  127 303 -435  2
4179500 2403500  5 11 17  20.4  970  80  7.1 0  4.9  31  331  119 301 -428  2
4179500 2403500  5 11 18  19.9  970  60  6.2 1  5.1  33  173  101 302 -419  2
4179500 2403500  5 11 19  18.0  969  60  5.7 1  5.5  38   45   60 301 -406  2
4179500 2403500  5 11 20  16.2  970  60  4.6 1  5.8  46    0    4 296 -396  2
4179500 2403500  5 11 21  14.6  971  50  3.7 0  5.9  52    0    0 289 -387  2
4179500 2403500  5 11 22  13.6  971  60  4.1 0  5.9  56    0    0 281 -380  2
4179500 2403500  5 11 23  13.0  971  60  4.2 0  5.8  59    0    0 277 -375  2
4179500 2403500  5 11 24  13.2  970  70  4.8 0  5.7  59    0    0 276 -371  2
4179500 2403500  5 12  1  12.7  970  80  4.3 0  5.8  59    0    0 275 -367  2
4179500 2403500  5 12  2  11.9  970  80  3.6 0  5.8  63    0    0 273 -364  2
4179500 2403500  5 12  3  11.7  970  80  3.4 0  5.9  65    0    0 271 -360  2
4179500 2403500  5 12  4  11.0  970  80  3.3 0  5.8  66    0    0 269 -357  2
4179500 2403500  5 12  5  10.6  970  70  3.4 0  5.8  68    1    7 267 -354  2
4179500 2403500  5 12  6  11.7  970  80  3.1 0  5.8  68   46   41 266 -353  2
4179500 2403500  5 12  7  13.4  970  90  4.6 0  5.9  62  172   76 268 -358  2
4179500 2403500  5 12  8  15.3  971  90  4.9 0  6.0  57  327   97 272 -371  2
4179500 2403500  5 12  9  17.0  970  90  4.5 0  6.3  52  478  110 278 -388  2
4179500 2403500  5 12 10  18.4  970  70  5.9 1  6.3  48  610  118 288 -407  2
4179500 2403500  5 12 11  19.4  970 100  5.3 1  5.8  41  702  129 295 -424  2
4179500 2403500  5 12 12  20.4  971  90  5.9 1  5.7  37  744  140 300 -437  2
4179500 2403500  5 12 13  20.8  970  80  5.8 1  5.6  36  740  148 304 -446  2
4179500 2403500  5 12 14  20.7  970  80  6.2 1  5.5  34  690  152 305 -452  2
4179500 2403500  5 12 15  21.4  970  90  6.8 0  5.6  34  591  155 304 -450  2
4179500 2403500  5 12 16  21.3  969  90  6.6 0  5.5  33  463  148 302 -443  2
4179500 2403500  5 12 17  20.9  969  90  6.4 1  5.2  32  322  130 303 -436  2
4179500 2403500  5 12 18  20.2  969  90  6.1 1  5.0  32  178   99 303 -425  2
4179500 2403500  5 12 19  18.9  969  90  5.9 1  5.0  34   50   59 300 -412  2
4179500 2403500  5 12 20  17.3  969  80  5.3 1  4.9  36    0    5 295 -400  2
4179500 2403500  5 12 21  15.7  969  80  4.1 1  4.7  39    0    0 290 -390  2
4179500 2403500  5 12 22  14.5  970  80  4.0 1  4.8  43    0    0 285 -382  2
4179500 2403500  5 12 23  13.0  970  70  3.1 0  4.8  47    0    0 279 -378  2
4179500 2403500  5 12 24  12.8  969  60  4.3 1  4.9  51    0    0 275 -378  2
4179500 2403500  5 13  1  11.8  969  70  2.2 0  4.9  53    0    0 274 -378  2
4179500 2403500  5 13  2   9.8  970  70  2.3 0  5.0  59    0    0 267 -376  2
4179500 2403500  5 13  3   9.9  970  70  2.9 0  5.1  64    0    0 264 -372  2
4179500 2403500  5 13  4   9.4  970  60  2.2 0  5.1  65    0    0 263 -366  2
4179500 2403500  5 13  5   9.0  970  70  2.2 0  5.1  68    3    7 260 -364  2
4179500 2403500  5 13  6   7.8  970 105  1.2 0  5.3  74   57   37 256 -365  2
4179500 2403500  5 13  7  12.0  970 150  1.7 0  5.5  70  190   66 259 -370  2
4179500 2403500  5 13  8  14.4  970  80  3.0 0  5.6  57  356   75 266 -381  2
4179500 2403500  5 13  9  16.0  970 100  3.6 0  5.4  48  515   79 273 -396  2
4179500 2403500  5 13 10  17.6  970 120  3.5 0  5.2  42  653   80 279 -413  2
4179500 2403500  5 13 11  19.1  970 130  4.3 0  5.1  37  750   84 284 -430  2
4179500 2403500  5 13 12  20.4  970  80  4.0 0  4.8  32  794   93 291 -444  2
4179500 2403500  5 13 13  21.1  970 120  4.1 0  4.6  29  790  102 296 -451  2
4179500 2403500  5 13 14  21.7  969  90  4.5 0  4.5  27  732  111 301 -457  2
4179500 2403500  5 13 15  21.9  969 110  4.5 0  4.5  26  629  118 303 -446  2
4179500 2403500  5 13 16  22.3  968  90  4.4 1  4.5  26  493  119 307 -432  2
4179500 2403500  5 13 17  22.3  968  80  4.9 1  4.3  25  348  106 309 -431  2
4179500 2403500  5 13 18  21.5  968  80  4.2 1  4.3  25  192   88 307 -423  2
4179500 2403500  5 13 19  20.2  968  70  4.0 1  4.4  28   61   52 303 -412  2
4179500 2403500  5 13 20  17.2  968  70  2.5 1  4.7  34    0    6 298 -402  2
4179500 2403500  5 13 21  15.8  968  70  2.3 0  5.1  42    0    0 290 -392  2
4179500 2403500  5 13 22  15.5  968  70  2.9 0  5.4  46    0    0 285 -385  2
4179500 2403500  5 13 23  14.7  968  70  3.0 0  5.5  49    0    0 284 -379  2
4179500 2403500  5 13 24  14.0  969  70  2.9 0  5.6  53    0    0 282 -375  2
4179500 2403500  5 14  1  12.6  969  70  2.2 0  5.7  58    0    0 279 -372  2
4179500 2403500  5 14  2   9.9  968  61  1.4 0  5.7  66    0    0 272 -369  2
4179500 2403500  5 14  3   7.6  968  70  0.9 0  5.7  78    0    0 263 -366  2
4179500 2403500  5 14  4   6.1  968  86  1.0 0  5.6  87    0    0 257 -364  2
4179500 2403500  5 14  5   5.9  967 102  0.9 0  5.4  89    3    7 252 -362  2
4179500 2403500  5 14  6   7.9  968  58  0.7 0  5.6  86   57   40 254 -361  2
4179500 2403500  5 14  7  12.2  968 190  0.7 0  6.2  78  196   62 262 -367  2
4179500 2403500  5 14  8  15.3  969 100  2.0 0  6.5  63  356   77 272 -382  2
4179500 2403500  5 14  9  17.5  968  90  2.7 0  5.9  48  511   84 280 -400  2
4179500 2403500  5 14 10  19.4  968 130  3.5 0  5.0  36  647   86 286 -417  2
4179500 2403500  5 14 11  20.6  968 110  4.0 0  4.6  30  746   90 294 -432  2
4179500 2403500  5 14 12  21.3  968 120  3.9 0  4.6  28  789  100 302 -438  2
4179500 2403500  5 14 13  21.8  967  47  3.7 0  4.4  26  781  110 310 -437  2
4179500 2403500  5 14 14  23.0  967 100  3.2 1  4.3  24  724  119 318 -447  2
4179500 2403500  5 14 15  23.2  966  80  2.7 1  4.4  24  620  127 323 -455  2
4179500 2403500  5 14 16  23.4  965 100  2.6 1  4.3  23  490  124 322 -448  2
4179500 2403500  5 14 17  23.2  965  80  3.6 0  4.4  23  343  111 319 -439  2
4179500 2403500  5 14 18  22.3  965  60  3.4 0  4.6  26  192   89 315 -428  2
4179500 2403500  5 14 19  19.9  965  60  2.3 0  5.2  32   63   52 309 -417  2
4179500 2403500  5 14 20  17.7  965  70  1.5 0  5.6  40    0    6 301 -407  2
4179500 2403500  5 14 21  14.3  965  70  1.2 1  6.0  50    0    0 296 -400  2
4179500 2403500  5 14 22  12.1  966   0  0.9 0  6.4  64    0    0 289 -396  2
4179500 2403500  5 14 23  11.3  965  80  1.2 0  6.2  69    0    0 280 -392  2
4179500 2403500  5 14 24  11.5  966  70  1.8 0  5.9  67    0    0 275 -387  2
4179500 2403500  5 15  1   8.8  966 270  1.8 0  5.9  72    0    0 267 -384  2
4179500 2403500  5 15  2   9.6  966 250  1.1 1  6.0  79    0    0 265 -380  2
4179500 2403500  5 15  3   6.2  966 260  1.6 1  5.7  82    0    0 261 -376  2
4179500 2403500  5 15  4   6.3  966 250  1.2 1  5.5  89    0    0 253 -373  2
4179500 2403500  5 15  5   5.7  966 270  1.4 0  5.6  92    4    7 246 -371  2
4179500 2403500  5 15  6   7.1  967 270  1.2 0  5.8  92   59   42 241 -372  2
4179500 2403500  5 15  7  11.9  967 190  0.8 0  6.3  82  192   68 252 -378  2
4179500 2403500  5 15  8  15.0  967 130  1.9 0  6.6  66  343   89 265 -390  2
4179500 2403500  5 15  9  17.1  967 130  1.4 0  6.5  54  488  103 275 -406  2
4179500 2403500  5 15 10  18.6  967  70  1.5 0  6.1  46  616  111 281 -423  2
4179500 2403500  5 15 11  20.3  968  70  1.7 0  5.7  39  712  119 287 -439  2
4179500 2403500  5 15 12  22.2  967  60  2.1 1  5.4  33  760  127 299 -451  2
4179500 2403500  5 15 13  23.5  966 100  2.3 1  5.4  30  772  128 311 -459  2
4179500 2403500  5 15 14  23.3  966 100  1.9 1  4.9  26  738  125 315 -463  2
4179500 2403500  5 15 15  23.8  965 290  2.2 1  4.7  25  637  130 316 -454  2
4179500 2403500  5 15 16  24.1  964 350  2.3 1  4.7  24  501  130 318 -443  2
4179500 2403500  5 15 17  23.6  964 320  2.4 1  4.3  22  347  117 314 -440  2
4179500 2403500  5 15 18  23.7  964 100  2.1 2  4.2  22  191   94 315 -432  2
4179500 2403500  5 15 19  20.5  964  50  3.5 2  5.0  29   59   54 316 -421  2
4179500 2403500  5 15 20  18.2  964  70  2.2 3  5.9  40    0    6 313 -413  2
4179500 2403500  5 15 21  14.0  964  70  1.6 1  6.3  53    0    0 304 -408  2
4179500 2403500  5 15 22  12.4  965 290  1.0 1  6.8  68    0    0 292 -403  2
4179500 2403500  5 15 23  10.7  965 280  1.1 1  7.0  79    0    0 290 -397  2
4179500 2403500  5 15 24   9.6  965 250  0.7 0  6.8  84    0    0 283 -392  2
4179500 2403500  5 16  1   8.6  965 260  0.8 1  6.5  86    0    0 277 -387  2
4179500 2403500  5 16  2   7.3  964 320  1.0 1  6.2  89    0    0 275 -382  2
4179500 2403500  5 16  3   6.9  964 250  1.1 0  6.1  92    0    0 268 -380  2
4179500 2403500  5 16  4   5.9  964   0  0.5 1  5.8  92    0    0 263 -377  2
4179500 2403500  5 16  5   6.1  964 280  1.1 2  5.9  96    2    9 268 -376  2
4179500 2403500  5 16  6   6.9  965   0  0.8 2  6.1  97   50   46 273 -377  2
4179500 2403500  5 16  7  12.1  964  70  1.3 2  6.6  85  163   83 284 -383  2
4179500 2403500  5 16  8  15.7  965 230  1.3 2  7.4  71  291  128 297 -396  2
4179500 2403500  5 16  9  18.9  965 150  0.9 3  7.5  58  428  152 311 -413  2
4179500 2403500  5 16 10  20.7  965 270  2.4 4  7.1  47  550  170 325 -432  2
4179500 2403500  5 16 11  22.5  964 290  2.0 4  7.0  41  639  184 335 -450  2
4179500 2403500  5 16 12  23.6  963 290  1.5 4  7.0  38  656  215 340 -465  2
4179500 2403500  5 16 13  24.4  964  60  1.3 3  6.4  33  642  231 340 -468  2
4179500 2403500  5 16 14  24.5  963 140  2.7 3  5.8  29  576  242 337 -455  2
4179500 2403500  5 16 15  25.0  962  10  1.6 5  5.7  28  421  231 344 -450  2
4179500 2403500  5 16 16  21.6  961 260  4.4 7  5.6  30  155  170 353 -450  2
4179500 2403500  5 16 17  20.5  961 240  6.8 8  5.6  34   19  124 356 -446  2
4179500 2403500  5 16 18  20.7  961 290  2.2 8  6.2  39   28   82 360 -435  2
4179500 2403500  5 16 19  19.5  960 360  2.4 7  6.9  44   16   45 357 -419  2
