Koordinatensystem : Lambert konform konisch
Rechtswert        : 4179500 Meter
Hochwert          : 2403500 Meter
Hoehenlage        : 404 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4179500 2403500  7 21  1  13.2  972 280  4.0 8  8.9  88    0    0 362 -415  2
4179500 2403500  7 21  2  12.6  972 240  3.3 4  8.8  91    0    0 343 -414  2
4179500 2403500  7 21  3  12.3  972 230  3.7 4  8.7  92    0    0 324 -414  2
4179500 2403500  7 21  4  12.2  972 260  3.8 8  8.6  92    0    0 341 -415  2
4179500 2403500  7 21  5  12.2  972 230  4.0 8  8.6  93    0    1 360 -414  2
4179500 2403500  7 21  6  12.7  973 240  3.6 7  8.8  93   12   37 356 -412  2
4179500 2403500  7 21  7  13.8  973 240  4.8 7  9.0  91    8   84 354 -412  2
4179500 2403500  7 21  8  14.8  974 250  5.7 5  9.1  86  167  147 347 -414  2
4179500 2403500  7 21  9  15.9  974 260  5.5 5  8.3  73  330  158 340 -418  2
4179500 2403500  7 21 10  17.0  973 270  6.0 7  7.5  62  152  290 353 -420  2
4179500 2403500  7 21 11  17.7  972 250  4.9 7  7.7  60  247  296 365 -422  2
4179500 2403500  7 21 12  18.1  972 260  5.3 6  8.2  61  238  297 363 -423  2
4179500 2403500  7 21 13  19.3  971 250  5.8 7  8.0  57  152  361 365 -423  2
4179500 2403500  7 21 14  20.8  970 259  6.6 7  7.9  52   97  339 371 -426  2
4179500 2403500  7 21 15  18.9  969 260  5.6 5  7.9  52  110  313 362 -430  2
4179500 2403500  7 21 16  21.7  969 260  6.5 5  7.8  50   82  263 355 -436  2
4179500 2403500  7 21 17  20.3  968 280  5.4 5  7.9  49  122  214 358 -437  2
4179500 2403500  7 21 18  20.7  967 250  4.8 7  8.2  52   57  154 366 -433  2
4179500 2403500  7 21 19  18.9  967 260  2.8 5  8.5  56   45   89 365 -427  2
4179500 2403500  7 21 20  17.4  967 270  1.9 6  9.0  66    3   27 358 -421  2
4179500 2403500  7 21 21  14.9  966 280  2.7 4  9.2  76    0    0 347 -417  2
4179500 2403500  7 21 22  13.5  967 280  2.4 2  8.8  83    0    0 321 -414  2
4179500 2403500  7 21 23  13.4  967 224  1.9 3  8.7  86    0    0 313 -412  2
4179500 2403500  7 21 24  12.5  967 310  2.7 7  8.6  88    0    0 335 -411  2
4179500 2403500  7 22  1  13.2  967 280  3.5 6  8.5  88    0    0 348 -412  2
4179500 2403500  7 22  2  12.0  967 260  2.4 3  8.3  86    0    0 328 -412  2
4179500 2403500  7 22  3  11.3  966 321  2.2 3  7.9  88    0    0 311 -409  2
4179500 2403500  7 22  4  12.3  967 250  2.6 5  7.9  87    0    0 320 -406  2
4179500 2403500  7 22  5  12.2  967 250  2.4 5  8.0  86    0    0 332 -403  2
4179500 2403500  7 22  6  12.3  967 280  2.5 3  8.1  87   12   58 321 -402  2
4179500 2403500  7 22  7  14.9  967 260  3.0 1  8.6  84   60  164 304 -403  2
4179500 2403500  7 22  8  17.1  966 260  5.5 2  8.6  72  113  266 305 -405  2
4179500 2403500  7 22  9  17.3  966 270  5.4 5  8.3  64   37  303 330 -407  2
4179500 2403500  7 22 10  17.9  966 280  4.9 6  8.4  64   23  333 353 -408  2
4179500 2403500  7 22 11  19.6  966 260  5.5 7  8.7  61  157  468 367 -410  2
4179500 2403500  7 22 12  18.2  966 290  5.1 7  8.5  59   62  424 371 -411  2
4179500 2403500  7 22 13  20.2  966 260  4.7 7  8.4  58    4  295 370 -410  2
4179500 2403500  7 22 14  19.8  966 270  5.4 6  8.4  55   48  425 365 -409  2
4179500 2403500  7 22 15  20.9  965 270  5.0 6  8.2  52   14  315 362 -408  2
4179500 2403500  7 22 16  20.1  965 280  4.4 5  8.2  52  102  408 358 -410  2
4179500 2403500  7 22 17  20.4  965 280  5.4 6  8.3  54   74  320 358 -413  2
4179500 2403500  7 22 18  19.0  965 300  4.6 5  8.3  55   44  221 357 -414  2
4179500 2403500  7 22 19  18.2  965 310  3.4 6  8.6  61   13  113 355 -414  2
4179500 2403500  7 22 20  16.1  965  10  1.7 5  8.9  69    0   25 351 -412  2
4179500 2403500  7 22 21  13.9  965 290  1.1 2  8.8  79    0    0 324 -408  2
4179500 2403500  7 22 22  12.8  966 280  1.0 6  8.6  86    0    0 323 -406  2
4179500 2403500  7 22 23  12.9  966 260  1.6 6  8.8  90    0    0 342 -406  2
4179500 2403500  7 22 24  13.4  966 248  1.1 7  9.0  91    0    0 348 -406  2
4179500 2403500  7 23  1  13.4  966 280  1.3 6  9.0  89    0    0 349 -406  2
4179500 2403500  7 23  2  13.5  966 231  1.0 8  9.0  89    0    0 353 -405  2
4179500 2403500  7 23  3  13.2  966 220  1.5 8  9.1  90    0    0 362 -405  2
4179500 2403500  7 23  4  13.2  965 243  1.5 8  9.0  90    0    0 360 -406  2
4179500 2403500  7 23  5  13.2  965 264  1.6 8  9.0  90    0    0 360 -405  2
4179500 2403500  7 23  6  13.6  965 360  0.9 8  9.1  90    0   18 360 -405  2
4179500 2403500  7 23  7  13.8  965 170  1.3 7  9.3  90    0   34 355 -406  2
4179500 2403500  7 23  8  14.1  965 250  1.5 8  9.5  91    0   87 356 -410  2
4179500 2403500  7 23  9  15.8  965 220  2.4 7  9.8  87   24  238 360 -419  2
4179500 2403500  7 23 10  16.9  964 270  3.1 7  9.7  80   30  291 359 -423  2
4179500 2403500  7 23 11  17.1  965 280  3.5 7  9.4  74   30  318 362 -424  2
4179500 2403500  7 23 12  18.1  965 250  3.4 7  9.3  70   22  319 364 -434  2
4179500 2403500  7 23 13  20.1  965 250  3.3 5  9.5  65  205  408 361 -440  2
4179500 2403500  7 23 14  20.8  964 324  3.9 4  9.0  57  325  361 352 -447  2
4179500 2403500  7 23 15  20.9  964 280  4.5 4  8.5  53  228  350 348 -457  2
4179500 2403500  7 23 16  20.9  964 270  3.4 4  8.7  53  280  283 348 -457  2
4179500 2403500  7 23 17  20.6  963 270  4.0 4  8.4  52  290  194 347 -450  2
4179500 2403500  7 23 18  19.9  963 260  1.8 4  8.6  55  111  171 346 -443  2
4179500 2403500  7 23 19  19.4  963 300  1.9 6  9.2  61    7   83 353 -435  2
4179500 2403500  7 23 20  17.2  963 260  1.0 5  9.5  68    1   26 353 -428  2
4179500 2403500  7 23 21  14.5  963 200  1.1 6  9.4  79    0    0 346 -420  2
4179500 2403500  7 23 22  13.2  964 340  0.9 4  9.0  87    0    0 335 -416  2
4179500 2403500  7 23 23  12.4  964 210  0.7 4  8.8  91    0    0 325 -413  2
4179500 2403500  7 23 24  13.1  965 290  1.3 6  9.0  93    0    0 333 -413  2
4179500 2403500  7 24  1  14.1  965 330  1.1 8  9.1  89    0    0 351 -412  2
4179500 2403500  7 24  2  13.7  965 110  1.1 8  9.0  86    0    0 360 -411  2
4179500 2403500  7 24  3  13.6  965  60  1.0 7  9.2  89    0    0 356 -411  2
4179500 2403500  7 24  4  13.6  964  90  1.4 5  9.3  91    0    0 343 -410  2
4179500 2403500  7 24  5  13.8  965  70  1.6 6  9.4  91    0    0 339 -408  2
4179500 2403500  7 24  6  13.6  965 239  1.5 7  9.4  91   10   30 348 -407  2
4179500 2403500  7 24  7  15.3  965 263  1.0 3  9.8  90  119   60 338 -408  2
4179500 2403500  7 24  8  17.3  964 218  1.6 4  9.9  81   85  151 333 -411  2
4179500 2403500  7 24  9  20.5  965 210  1.7 5  9.6  67  216  180 350 -415  2
4179500 2403500  7 24 10  20.5  965 240  1.9 6  9.4  59  203  254 364 -419  2
4179500 2403500  7 24 11  21.6  965 250  1.9 5  9.0  55  430  154 367 -429  2
4179500 2403500  7 24 12  22.0  965 260  2.2 6  8.6  50  274  251 371 -447  2
4179500 2403500  7 24 13  22.5  964 260  1.8 6  9.2  52  176  336 379 -462  2
4179500 2403500  7 24 14  23.0  964 180  2.6 5  9.2  50  244  301 378 -470  2
4179500 2403500  7 24 15  23.6  964 270  2.3 7  8.8  47   27  274 380 -465  2
4179500 2403500  7 24 16  22.8  964 220  3.1 6  9.0  48   15  230 382 -453  2
4179500 2403500  7 24 17  22.7  963 230  3.1 6  9.3  51   27  199 377 -450  2
4179500 2403500  7 24 18  22.3  963 220  2.1 6  9.8  55   28  142 376 -447  2
4179500 2403500  7 24 19  21.6  963 290  1.2 6 10.3  59    1   61 375 -441  2
4179500 2403500  7 24 20  20.3  964 228  0.8 7 11.0  67    0   18 376 -435  2
4179500 2403500  7 24 21  19.1  964 221  1.5 8 11.2  74    0    0 379 -431  2
4179500 2403500  7 24 22  19.1  965 240  2.6 8 10.8  74    0    0 381 -424  2
4179500 2403500  7 24 23  18.4  965 230  1.5 8 10.4  73    0    0 378 -418  2
4179500 2403500  7 24 24  17.8  965 222  1.4 8 10.4  76    0    0 377 -414  2
4179500 2403500  7 25  1  17.2  965 120  1.6 8 10.3  78    0    0 376 -413  2
4179500 2403500  7 25  2  16.9  965 160  2.2 8 10.1  79    0    0 375 -412  2
4179500 2403500  7 25  3  16.1  964  40  1.2 8 10.3  83    0    0 375 -412  2
4179500 2403500  7 25  4  15.7  963  20  1.1 5 10.6  89    0    0 356 -411  2
4179500 2403500  7 25  5  15.6  964 100  2.1 5 10.7  91    0    0 334 -410  2
4179500 2403500  7 25  6  15.7  963   0  1.4 7 10.9  93    3   32 347 -410  2
4179500 2403500  7 25  7  16.1  963 210  1.4 7 11.1  93    0   62 360 -413  2
4179500 2403500  7 25  8  17.5  965 100  1.9 5 11.6  92   61  187 349 -420  2
4179500 2403500  7 25  9  20.0  964 140  2.0 5 12.3  86  189  257 346 -433  2
4179500 2403500  7 25 10  21.8  964 268  1.7 5 12.4  76  166  335 356 -449  2
4179500 2403500  7 25 11  21.4  964 280  1.4 8 12.1  71    2  247 378 -465  2
4179500 2403500  7 25 12  19.7  964 290  3.8 8 12.1  75    3  262 390 -475  2
4179500 2403500  7 25 13  19.9  965 290  3.8 7 11.8  78    0  226 383 -475  2
4179500 2403500  7 25 14  18.7  965 280  4.3 7 11.4  77    0  163 378 -476  2
4179500 2403500  7 25 15  18.7  965 230  1.8 5 11.8  83   18  293 371 -477  2
4179500 2403500  7 25 16  19.0  965 100  2.6 7 12.4  86   12  244 371 -476  2
4179500 2403500  7 25 17  19.6  965 150  1.9 5 12.5  84   38  231 372 -469  2
4179500 2403500  7 25 18  19.5  965 160  2.7 6 12.5  83    0  111 370 -459  2
4179500 2403500  7 25 19  19.0  964 140  1.6 6 12.4  84    2   70 372 -450  2
4179500 2403500  7 25 20  18.4  964 166  1.8 7 12.3  87    0   17 375 -441  2
4179500 2403500  7 25 21  17.9  964 190  1.7 7 12.2  88    0    0 375 -433  2
4179500 2403500  7 25 22  17.6  965 217  1.9 7 12.1  90    0    0 374 -429  2
4179500 2403500  7 25 23  16.8  965 243  2.1 6 11.5  90    0    0 375 -428  2
4179500 2403500  7 25 24  16.1  965 264  2.5 6 10.7  87    0    0 370 -427  2
4179500 2403500  7 26  1  15.4  968 272  2.7 5  9.7  83    0    0 325 -410  2
4179500 2403500  7 26  2  14.7  969 278  2.7 5  8.9  80    0    0 335 -407  2
4179500 2403500  7 26  3  14.1  969 285  2.5 5  8.4  80    0    0 341 -406  2
4179500 2403500  7 26  4  14.0  969 282  2.4 6  8.6  82    0    0 346 -403  2
4179500 2403500  7 26  5  14.0  969 273  2.5 5  8.7  84    0    0 353 -402  2
4179500 2403500  7 26  6  13.7  970 260  2.7 5  9.0  89    3   37 347 -403  2
4179500 2403500  7 26  7  14.9  970 280  4.4 4  9.3  88   54  141 334 -403  2
4179500 2403500  7 26  8  16.6  970 270  6.3 3  8.7  74  121  242 327 -402  2
4179500 2403500  7 26  9  17.6  970 260  6.8 5  8.2  64   52  297 337 -399  2
4179500 2403500  7 26 10  17.8  970 280  7.0 6  8.0  61   63  368 356 -398  2
4179500 2403500  7 26 11  18.9  970 270  6.6 7  7.9  57   37  371 369 -399  2
4179500 2403500  7 26 12  19.5  971 280  7.1 6  7.8  54   71  443 372 -399  2
4179500 2403500  7 26 13  20.0  971 300  8.3 6  7.5  50    8  285 368 -398  2
4179500 2403500  7 26 14  18.7  971 320  6.3 6  7.2  49    0  161 366 -400  2
4179500 2403500  7 26 15  16.0  970 290  4.0 8  7.5  58    0   81 368 -402  2
4179500 2403500  7 26 16  15.5  971 300  5.1 8  8.3  71    0   76 373 -402  2
4179500 2403500  7 26 17  14.2  972 290  4.2 8  8.7  79    0   86 370 -404  2
4179500 2403500  7 26 18  14.2  972 300  3.9 7  9.0  86    0   80 363 -409  2
4179500 2403500  7 26 19  13.8  972 290  3.9 6  9.1  87    0   52 354 -411  2
4179500 2403500  7 26 20  13.9  973 240  2.1 6  9.1  88    0   11 349 -407  2
4179500 2403500  7 26 21  14.2  973 280  1.8 6  9.1  87    0    0 349 -402  2
4179500 2403500  7 26 22  14.1  973 290  1.9 8  9.3  88    0    0 357 -399  2
4179500 2403500  7 26 23  13.9  973 280  2.6 8  9.4  90    0    0 363 -397  2
4179500 2403500  7 26 24  13.5  974 280  2.6 5  9.2  90    0    0 349 -394  2
4179500 2403500  7 27  1  13.8  974 280  3.0 8  9.1  90    0    0 347 -393  2
4179500 2403500  7 27  2  13.5  974 290  2.8 8  9.2  90    0    0 357 -391  2
4179500 2403500  7 27  3  13.5  973 280  3.1 8  9.3  92    0    0 354 -389  2
4179500 2403500  7 27  4  13.5  973 290  2.4 8  9.4  93    0    0 352 -386  2
4179500 2403500  7 27  5  12.5  973 290  1.9 7  9.1  93    0    0 345 -383  2
4179500 2403500  7 27  6  12.5  974 310  1.7 7  8.9  94    2   32 340 -381  2
4179500 2403500  7 27  7  13.5  974 270  2.5 6  9.3  95    2   74 337 -385  2
4179500 2403500  7 27  8  14.4  975 290  2.4 8  9.6  92    0  102 345 -395  2
4179500 2403500  7 27  9  14.8  975 290  2.2 8  9.6  88    0  165 357 -412  2
4179500 2403500  7 27 10  15.7  975 250  2.4 7  9.4  83   23  290 356 -430  2
4179500 2403500  7 27 11  17.6  975 260  3.0 5  9.3  75  194  408 349 -449  2
4179500 2403500  7 27 12  19.0  975 260  3.0 4  9.6  70  372  411 341 -463  2
4179500 2403500  7 27 13  20.2  974 250  1.9 4  9.5  64  401  413 340 -473  2
4179500 2403500  7 27 14  21.8  975 310  1.8 3  9.3  58  356  412 342 -478  2
4179500 2403500  7 27 15  22.0  975 340  1.4 3  9.0  52  276  390 341 -477  2
4179500 2403500  7 27 16  22.8  975  61  1.9 2  8.4  48  326  306 338 -474  2
4179500 2403500  7 27 17  22.8  974 330  1.2 3  8.2  46  245  246 339 -468  2
4179500 2403500  7 27 18  22.0  974  30  1.2 3  8.4  48  137  182 340 -457  2
4179500 2403500  7 27 19  21.5  974  70  1.5 1  9.1  54   47  102 331 -443  2
4179500 2403500  7 27 20  18.9  974  60  1.4 2  9.5  62    2   24 322 -427  2
4179500 2403500  7 27 21  17.7  973  80  1.5 1  9.5  70    0    0 316 -412  2
4179500 2403500  7 27 22  15.6  974  80  1.6 0  9.3  76    0    0 303 -402  2
4179500 2403500  7 27 23  15.5  974  90  1.2 0  9.1  79    0    0 295 -399  2
4179500 2403500  7 27 24  12.5  975  30  0.9 0  8.7  83    0    0 289 -397  2
4179500 2403500  7 28  1  10.6  974  50  0.9 0  8.3  94    0    0 280 -393  2
4179500 2403500  7 28  2  10.5  974  81  0.8 0  8.3 100    0    0 276 -388  2
4179500 2403500  7 28  3   8.8  973  80  0.8 0  7.8 100    0    0 271 -384  2
4179500 2403500  7 28  4   8.1  973  58  1.2 0  7.2 100    0    0 266 -381  2
4179500 2403500  7 28  5   8.4  973 100  0.9 2  7.1 100    0    0 273 -379  2
4179500 2403500  7 28  6   8.4  972  67  0.6 3  7.2 100    5   33 286 -378  2
4179500 2403500  7 28  7  10.5  972  87  1.2 4  7.7 100   56  103 297 -383  2
4179500 2403500  7 28  8  14.4  972 110  1.0 4  9.0  96  168  164 311 -396  2
4179500 2403500  7 28  9  17.9  972 110  2.6 3  9.9  83  394  164 319 -414  2
4179500 2403500  7 28 10  20.5  972 130  3.1 3 10.0  69  519  186 326 -434  2
4179500 2403500  7 28 11  22.6  971 130  2.3 4 10.1  60  612  203 341 -451  2
4179500 2403500  7 28 12  24.5  971 100  1.9 3 10.5  55  656  222 351 -465  2
4179500 2403500  7 28 13  25.0  970 130  2.7 2 10.7  52  685  219 351 -473  2
4179500 2403500  7 28 14  26.1  971 180  1.5 2 10.6  50  643  224 353 -470  2
4179500 2403500  7 28 15  26.2  970 260  1.0 4 10.5  47  423  293 363 -466  2
4179500 2403500  7 28 16  26.2  970 280  1.5 4 10.5  47  363  250 371 -463  2
4179500 2403500  7 28 17  27.0  970 300  1.9 6 10.8  47  162  234 380 -460  2
4179500 2403500  7 28 18  26.6  970 280  0.7 6 11.0  48   64  162 387 -456  2
4179500 2403500  7 28 19  25.6  970  10  0.8 4 11.0  50   36   91 378 -448  2
4179500 2403500  7 28 20  21.6  969 330  1.1 5 11.4  60    3   24 368 -440  2
4179500 2403500  7 28 21  19.0  970 299  0.8 5 11.7  75    0    0 360 -432  2
4179500 2403500  7 28 22  17.6  970 310  0.9 5 11.9  86    0    0 355 -427  2
4179500 2403500  7 28 23  18.4  970 250  2.0 5 12.2  90    0    0 354 -421  2
4179500 2403500  7 28 24  17.4  970 320  1.7 6 12.0  89    0    0 356 -415  2
4179500 2403500  7 29  1  18.7  971 260  3.1 7 12.0  88    0    0 363 -409  2
4179500 2403500  7 29  2  17.9  971 180  0.9 7 12.2  88    0    0 368 -403  2
4179500 2403500  7 29  3  17.5  971  40  0.7 5 12.0  90    0    0 360 -399  2
4179500 2403500  7 29  4  17.4  971 170  1.2 6 12.0  92    0    0 355 -396  2
4179500 2403500  7 29  5  17.3  971 110  0.9 8 12.2  94    0    0 364 -392  2
4179500 2403500  7 29  6  16.9  971 100  1.6 8 12.1  95    0   12 368 -390  2
4179500 2403500  7 29  7  17.3  971 260  0.8 8 12.2  96    0   23 367 -394  2
4179500 2403500  7 29  8  17.4  972 210  0.8 8 12.4  95    0   51 366 -409  2
4179500 2403500  7 29  9  18.0  972 150  0.9 7 12.4  94    9  223 363 -431  2
4179500 2403500  7 29 10  20.8  972 130  1.6 3 12.9  87  133  396 354 -455  2
4179500 2403500  7 29 11  22.5  972 180  1.7 4 13.2  78  184  466 354 -475  2
4179500 2403500  7 29 12  23.0  971 130  2.1 7 13.1  72   29  356 370 -490  2
4179500 2403500  7 29 13  24.5  971 120  2.5 6 13.0  67  109  469 382 -498  2
4179500 2403500  7 29 14  25.0  971 100  1.4 4 12.0  59  295  499 377 -501  2
4179500 2403500  7 29 15  26.4  970 110  1.6 4 11.2  52  249  460 374 -501  2
4179500 2403500  7 29 16  26.0  970 110  1.8 5 11.1  50  134  380 379 -497  2
4179500 2403500  7 29 17  25.3  970 120  2.1 5 11.1  52   38  240 380 -488  2
4179500 2403500  7 29 18  24.6  970 255  1.7 4 11.7  56    1  106 375 -476  2
4179500 2403500  7 29 19  24.4  969  20  4.2 6 12.1  60    0   30 377 -463  2
4179500 2403500  7 29 20  18.1  969 260  2.5 4 12.0  72    0    4 367 -448  2
4179500 2403500  7 29 21  17.7  969 190  1.3 3 12.0  89    0    0 345 -437  2
4179500 2403500  7 29 22  17.2  970 360  0.8 6 12.1  92    0    0 351 -430  2
4179500 2403500  7 29 23  15.8  970 290  1.5 6 11.3  92    0    0 358 -424  2
4179500 2403500  7 29 24  15.9  971 130  1.0 6 11.0  94    0    0 356 -418  2
4179500 2403500  7 30  1  15.6  971 110  1.5 7 11.4  97    0    0 359 -413  2
4179500 2403500  7 30  2  15.6  971 140  1.5 6 11.6 100    0    0 359 -410  2
4179500 2403500  7 30  3  15.9  971 262  1.2 8 11.7 100    0    0 362 -408  2
4179500 2403500  7 30  4  15.8  971 340  1.0 8 11.8 100    0    0 371 -406  2
4179500 2403500  7 30  5  15.9  971 290  1.0 8 11.8 100    0    0 370 -405  2
4179500 2403500  7 30  6  15.8  971 200  1.0 8 11.8 100   15   39 369 -403  2
4179500 2403500  7 30  7  16.8  971 360  0.8 5 12.0  98   14   97 357 -407  2
4179500 2403500  7 30  8  17.8  971 290  3.0 7 12.2  94   10  155 355 -418  2
4179500 2403500  7 30  9  19.8  972 290  3.0 7 12.3  86   47  255 368 -433  2
4179500 2403500  7 30 10  20.5  972 280  3.0 7 12.5  81   48  309 374 -445  2
4179500 2403500  7 30 11  21.6  972 300  2.5 5 12.5  76  249  384 371 -450  2
4179500 2403500  7 30 12  23.4  971 310  2.0 4 12.5  70  280  415 367 -465  2
4179500 2403500  7 30 13  24.5  971 260  1.9 5 12.2  63   96  384 371 -494  2
4179500 2403500  7 30 14  25.1  971 220  1.7 5 11.9  58  113  379 377 -512  2
4179500 2403500  7 30 15  25.8  970  90  2.2 2 11.6  54  393  333 367 -515  2
4179500 2403500  7 30 16  25.1  969 350  1.1 3 11.2  53  279  307 361 -498  2
4179500 2403500  7 30 17  26.0  969 157  1.4 3 10.8  50  215  242 363 -483  2
4179500 2403500  7 30 18  25.6  968 120  1.8 5 10.6  48  128  175 370 -476  2
4179500 2403500  7 30 19  24.6  968 120  0.9 5 10.7  51   37   97 374 -464  2
4179500 2403500  7 30 20  22.4  967  60  1.2 5 11.4  60    0   19 369 -452  2
4179500 2403500  7 30 21  20.4  967 100  1.1 5 12.0  72    0    0 363 -443  2
4179500 2403500  7 30 22  17.8  968 360  0.8 4 12.0  82    0    0 351 -438  2
4179500 2403500  7 30 23  16.7  967 310  1.1 4 12.0  93    0    0 341 -434  2
4179500 2403500  7 30 24  15.4  967 280  1.8 6 11.8  98    0    0 346 -430  2
4179500 2403500  7 31  1  15.0  967 360  1.1 5 11.4 100    0    0 347 -428  2
4179500 2403500  7 31  2  13.9  966 340  1.5 4 10.8 100    0    0 337 -425  2
4179500 2403500  7 31  3  15.5  966 307  2.3 6 10.3  94    0    0 343 -418  2
4179500 2403500  7 31  4  14.6  966 320  5.3 8 10.3  92    0    0 362 -413  2
4179500 2403500  7 31  5  13.7  968 210  2.5 7 10.3  97    0    0 364 -410  2
4179500 2403500  7 31  6  13.6  968 200  2.6 8 10.1  98    0   12 362 -409  2
4179500 2403500  7 31  7  14.0  968 160  2.7 7 10.2  98    0   55 363 -409  2
4179500 2403500  7 31  8  15.0  968 228  1.7 8 10.4  96    8  151 365 -412  2
4179500 2403500  7 31  9  16.8  968 240  3.1 6 10.7  90   69  271 365 -414  2
4179500 2403500  7 31 10  18.3  968 260  3.2 5 10.8  82  142  350 358 -416  2
4179500 2403500  7 31 11  18.9  969 270  4.9 6 10.4  74  125  398 361 -419  2
4179500 2403500  7 31 12  20.9  969 300  4.9 6 10.2  67  144  433 370 -424  2
4179500 2403500  7 31 13  22.2  968 310  3.8 6 10.5  62  200  450 376 -429  2
4179500 2403500  7 31 14  21.7  968 290  3.7 6 10.3  60  209  432 378 -437  2
4179500 2403500  7 31 15  23.5  967 300  2.6 6 10.1  56  167  385 379 -446  2
4179500 2403500  7 31 16  22.5  967 300  3.8 6 10.1  55   85  302 381 -448  2
4179500 2403500  7 31 17  22.5  967 300  3.3 5 10.1  56   64  237 375 -444  2
4179500 2403500  7 31 18  21.3  968 300  3.7 3 10.0  58   31  157 362 -438  2
4179500 2403500  7 31 19  19.1  968 290  2.4 5 10.1  65    2   67 356 -432  2
4179500 2403500  7 31 20  17.5  969 270  2.2 5 10.3  75    0    9 358 -426  2
4179500 2403500  7 31 21  17.4  969 270  1.8 6 10.3  79    0    0 359 -421  2
4179500 2403500  7 31 22  17.2  970 270  3.6 7 10.5  81    0    0 363 -417  2
4179500 2403500  7 31 23  16.1  971 280  2.0 6 10.6  85    0    0 360 -414  2
4179500 2403500  7 31 24  15.0  971 310  2.1 4 10.5  90    0    0 347 -410  2
4179500 2403500  8  1  1  14.0  971 320  1.5 1  9.9  92    0    0 328 -405  2
4179500 2403500  8  1  2  13.6  971 260  1.2 1  9.5  92    0    0 314 -402  2
4179500 2403500  8  1  3  12.8  971 266  1.0 3  9.3  94    0    0 317 -399  2
4179500 2403500  8  1  4  11.5  970 250  0.8 6  8.6  93    0    0 325 -398  2
4179500 2403500  8  1  5  11.2  971 280  0.9 8  8.2  94    0    0 337 -397  2
4179500 2403500  8  1  6  11.1  971 360  0.5 3  8.2  95   20   45 328 -396  2
4179500 2403500  8  1  7  13.4  971 360  0.6 1  8.9  96   86  118 309 -400  2
4179500 2403500  8  1  8  16.5  972 250  2.3 2 10.5  94  190  184 315 -406  2
4179500 2403500  8  1  9  19.0  972 290  2.7 2 11.1  83  321  235 328 -415  2
4179500 2403500  8  1 10  21.0  972 270  3.1 3 11.0  72  412  283 339 -431  2
4179500 2403500  8  1 11  22.0  972 290  3.4 5 10.8  64  235  403 355 -446  2
4179500 2403500  8  1 12  22.7  972 270  3.4 5 10.3  58  213  441 363 -454  2
4179500 2403500  8  1 13  23.3  971 290  3.0 3 10.3  56  369  423 359 -466  2
4179500 2403500  8  1 14  23.3  971 290  2.8 2  9.9  53  415  389 353 -482  2
4179500 2403500  8  1 15  24.3  970 290  2.8 2  9.7  50  325  376 352 -493  2
4179500 2403500  8  1 16  25.2  970 290  2.6 2  9.9  48  303  313 354 -491  2
4179500 2403500  8  1 17  24.3  970 310  2.0 2  9.6  47  215  254 353 -482  2
4179500 2403500  8  1 18  25.8  970 290  1.9 3  9.2  44  124  184 355 -471  2
4179500 2403500  8  1 19  24.7  970 320  1.1 3  9.4  45   36  100 358 -457  2
4179500 2403500  8  1 20  21.6  970 360  0.5 2 10.5  56    0   21 349 -441  2
4179500 2403500  8  1 21  17.4  970 360  0.4 2 10.7  72    0    0 332 -428  2
4179500 2403500  8  1 22  16.3  970 330  0.8 2 10.1  80    0    0 321 -418  2
4179500 2403500  8  1 23  15.0  971 330  0.8 2  9.9  85    0    0 316 -411  2
4179500 2403500  8  1 24  14.6  971 110  1.2 0  9.8  89    0    0 309 -406  2
4179500 2403500  8  2  1  14.7  971 110  1.4 2 10.1  92    0    0 313 -401  2
4179500 2403500  8  2  2  14.4  971 110  1.5 3 10.0  92    0    0 313 -399  2
