#1
double	Pel(35040, 2)
1516541400	136
1516542300	136
1516543200	136
1516544100	136
1516545000	136
1516545900	136
1516546800	180
1516547700	180
1516548600	180
1516549500	180
1516550400	336
1516551300	336
1516552200	336
1516553100	336
1516554000	652
1516554900	652
1516555800	652
1516556700	652
1516557600	644
1516558500	644
1516559400	644
1516560300	644
1516561200	396
1516562100	396
1516563000	396
1516563900	396
1516564800	364
1516565700	364
1516566600	364
1516567500	364
1516568400	348
1516569300	348
1516570200	348
1516571100	348
1516572000	276
1516572900	276
1516573800	276
1516574700	276
1516575600	184
1516576500	184
1516577400	184
1516578300	184
1516579200	176
1516580100	176
1516581000	176
1516581900	176
1516582800	208
1516583700	208
1516584600	208
1516585500	208
1516586400	200
1516587300	200
1516588200	200
1516589100	200
1516590000	172
1516590900	172
1516591800	172
1516592700	172
1516593600	196
1516594500	196
1516595400	196
1516596300	196
1516597200	280
1516598100	280
1516599000	280
1516599900	280
1516600800	372
1516601700	372
1516602600	372
1516603500	372
1516604400	324
1516605300	324
1516606200	324
1516607100	324
1516608000	176
1516608900	176
1516609800	176
1516610700	176
1516611600	176
1516612500	176
1516613400	176
1516614300	176
1516615200	152
1516616100	152
1516617000	152
1516617900	152
1516618800	136
1516619700	136
1516620600	136
1516621500	136
1516622400	132
1516623300	132
1516624200	132
1516625100	132
1516626000	136
1516626900	136
1516627800	136
1516628700	136
1516629600	136
1516630500	136
1516631400	136
1516632300	136
1516633200	180
1516634100	180
1516635000	180
1516635900	180
1516636800	336
1516637700	336
1516638600	336
1516639500	336
1516640400	652
1516641300	652
1516642200	652
1516643100	652
1516644000	644
1516644900	644
1516645800	644
1516646700	644
1516647600	396
1516648500	396
1516649400	396
1516650300	396
1516651200	364
1516652100	364
1516653000	364
1516653900	364
1516654800	348
1516655700	348
1516656600	348
1516657500	348
1516658400	276
1516659300	276
1516660200	276
1516661100	276
1516662000	184
1516662900	184
1516663800	184
1516664700	184
1516665600	176
1516666500	176
1516667400	176
1516668300	176
1516669200	208
1516670100	208
1516671000	208
1516671900	208
1516672800	200
1516673700	200
1516674600	200
1516675500	200
1516676400	172
1516677300	172
1516678200	172
1516679100	172
1516680000	196
1516680900	196
1516681800	196
1516682700	196
1516683600	280
1516684500	280
1516685400	280
1516686300	280
1516687200	372
1516688100	372
1516689000	372
1516689900	372
1516690800	324
1516691700	324
1516692600	324
1516693500	324
1516694400	176
1516695300	176
1516696200	176
1516697100	176
1516698000	176
1516698900	176
1516699800	176
1516700700	176
1516701600	152
1516702500	152
1516703400	152
1516704300	152
1516705200	136
1516706100	136
1516707000	136
1516707900	136
1516708800	132
1516709700	132
1516710600	132
1516711500	132
1516712400	136
1516713300	136
1516714200	136
1516715100	136
1516716000	136
1516716900	136
1516717800	136
1516718700	136
1516719600	180
1516720500	180
1516721400	180
1516722300	180
1516723200	336
1516724100	336
1516725000	336
1516725900	336
1516726800	652
1516727700	652
1516728600	652
1516729500	652
1516730400	644
1516731300	644
1516732200	644
1516733100	644
1516734000	396
1516734900	396
1516735800	396
1516736700	396
1516737600	364
1516738500	364
1516739400	364
1516740300	364
1516741200	348
1516742100	348
1516743000	348
1516743900	348
1516744800	276
1516745700	276
1516746600	276
1516747500	276
1516748400	184
1516749300	184
1516750200	184
1516751100	184
1516752000	176
1516752900	176
1516753800	176
1516754700	176
1516755600	208
1516756500	208
1516757400	208
1516758300	208
1516759200	200
1516760100	200
1516761000	200
1516761900	200
1516762800	172
1516763700	172
1516764600	172
1516765500	172
1516766400	196
1516767300	196
1516768200	196
1516769100	196
1516770000	280
1516770900	280
1516771800	280
1516772700	280
1516773600	372
1516774500	372
1516775400	372
1516776300	372
1516777200	324
1516778100	324
1516779000	324
1516779900	324
1516780800	176
1516781700	176
1516782600	176
1516783500	176
1516784400	176
1516785300	176
1516786200	176
1516787100	176
1516788000	152
1516788900	152
1516789800	152
1516790700	152
1516791600	136
1516792500	136
1516793400	136
1516794300	136
1516795200	132
1516796100	132
1516797000	132
1516797900	132
1516798800	136
1516799700	136
1516800600	136
1516801500	136
1516802400	136
1516803300	136
1516804200	136
1516805100	136
1516806000	180
1516806900	180
1516807800	180
1516808700	180
1516809600	336
1516810500	336
1516811400	336
1516812300	336
1516813200	652
1516814100	652
1516815000	652
1516815900	652
1516816800	644
1516817700	644
1516818600	644
1516819500	644
1516820400	396
1516821300	396
1516822200	396
1516823100	396
1516824000	364
1516824900	364
1516825800	364
1516826700	364
1516827600	348
1516828500	348
1516829400	348
1516830300	348
1516831200	276
1516832100	276
1516833000	276
1516833900	276
1516834800	184
1516835700	184
1516836600	184
1516837500	184
1516838400	176
1516839300	176
1516840200	176
1516841100	176
1516842000	208
1516842900	208
1516843800	208
1516844700	208
1516845600	200
1516846500	200
1516847400	200
1516848300	200
1516849200	172
1516850100	172
1516851000	172
1516851900	172
1516852800	196
1516853700	196
1516854600	196
1516855500	196
1516856400	280
1516857300	280
1516858200	280
1516859100	280
1516860000	372
1516860900	372
1516861800	372
1516862700	372
1516863600	324
1516864500	324
1516865400	324
1516866300	324
1516867200	176
1516868100	176
1516869000	176
1516869900	176
1516870800	176
1516871700	176
1516872600	176
1516873500	176
1516874400	152
1516875300	152
1516876200	152
1516877100	152
1516878000	136
1516878900	136
1516879800	136
1516880700	136
1516881600	132
1516882500	132
1516883400	132
1516884300	132
1516885200	136
1516886100	136
1516887000	136
1516887900	136
1516888800	136
1516889700	136
1516890600	136
1516891500	136
1516892400	180
1516893300	180
1516894200	180
1516895100	180
1516896000	336
1516896900	336
1516897800	336
1516898700	336
1516899600	652
1516900500	652
1516901400	652
1516902300	652
1516903200	644
1516904100	644
1516905000	644
1516905900	644
1516906800	396
1516907700	396
1516908600	396
1516909500	396
1516910400	364
1516911300	364
1516912200	364
1516913100	364
1516914000	348
1516914900	348
1516915800	348
1516916700	348
1516917600	276
1516918500	276
1516919400	276
1516920300	276
1516921200	184
1516922100	184
1516923000	184
1516923900	184
1516924800	176
1516925700	176
1516926600	176
1516927500	176
1516928400	208
1516929300	208
1516930200	208
1516931100	208
1516932000	200
1516932900	200
1516933800	200
1516934700	200
1516935600	172
1516936500	172
1516937400	172
1516938300	172
1516939200	196
1516940100	196
1516941000	196
1516941900	196
1516942800	280
1516943700	280
1516944600	280
1516945500	280
1516946400	372
1516947300	372
1516948200	372
1516949100	372
1516950000	324
1516950900	324
1516951800	324
1516952700	324
1516953600	176
1516954500	176
1516955400	176
1516956300	176
1516957200	176
1516958100	176
1516959000	176
1516959900	176
1516960800	152
1516961700	152
1516962600	152
1516963500	152
1516964400	136
1516965300	136
1516966200	136
1516967100	136
1516968000	132
1516968900	132
1516969800	132
1516970700	132
1516971600	136
1516972500	136
1516973400	136
1516974300	136
1516975200	136
1516976100	136
1516977000	136
1516977900	136
1516978800	180
1516979700	180
1516980600	180
1516981500	180
1516982400	336
1516983300	336
1516984200	336
1516985100	336
1516986000	652
1516986900	652
1516987800	652
1516988700	652
1516989600	644
1516990500	644
1516991400	644
1516992300	644
1516993200	396
1516994100	396
1516995000	396
1516995900	396
1516996800	364
1516997700	364
1516998600	364
1516999500	364
1517000400	348
1517001300	348
1517002200	348
1517003100	348
1517004000	276
1517004900	276
1517005800	276
1517006700	276
1517007600	184
1517008500	184
1517009400	184
1517010300	184
1517011200	176
1517012100	176
1517013000	176
1517013900	176
1517014800	208
1517015700	208
1517016600	208
1517017500	208
1517018400	200
1517019300	200
1517020200	200
1517021100	200
1517022000	172
1517022900	172
1517023800	172
1517024700	172
1517025600	196
1517026500	196
1517027400	196
1517028300	196
1517029200	280
1517030100	280
1517031000	280
1517031900	280
1517032800	372
1517033700	372
1517034600	372
1517035500	372
1517036400	324
1517037300	324
1517038200	324
1517039100	324
1517040000	176
1517040900	176
1517041800	176
1517042700	176
1517043600	176
1517044500	176
1517045400	176
1517046300	176
1517047200	152
1517048100	152
1517049000	152
1517049900	152
1517050800	136
1517051700	136
1517052600	136
1517053500	136
1517054400	132
1517055300	132
1517056200	132
1517057100	132
1517058000	136
1517058900	136
1517059800	136
1517060700	136
1517061600	136
1517062500	136
1517063400	136
1517064300	136
1517065200	180
1517066100	180
1517067000	180
1517067900	180
1517068800	336
1517069700	336
1517070600	336
1517071500	336
1517072400	652
1517073300	652
1517074200	652
1517075100	652
1517076000	644
1517076900	644
1517077800	644
1517078700	644
1517079600	396
1517080500	396
1517081400	396
1517082300	396
1517083200	364
1517084100	364
1517085000	364
1517085900	364
1517086800	348
1517087700	348
1517088600	348
1517089500	348
1517090400	276
1517091300	276
1517092200	276
1517093100	276
1517094000	184
1517094900	184
1517095800	184
1517096700	184
1517097600	176
1517098500	176
1517099400	176
1517100300	176
1517101200	208
1517102100	208
1517103000	208
1517103900	208
1517104800	200
1517105700	200
1517106600	200
1517107500	200
1517108400	172
1517109300	172
1517110200	172
1517111100	172
1517112000	196
1517112900	196
1517113800	196
1517114700	196
1517115600	280
1517116500	280
1517117400	280
1517118300	280
1517119200	372
1517120100	372
1517121000	372
1517121900	372
1517122800	324
1517123700	324
1517124600	324
1517125500	324
1517126400	176
1517127300	176
1517128200	176
1517129100	176
1517130000	176
1517130900	176
1517131800	176
1517132700	176
1517133600	152
1517134500	152
1517135400	152
1517136300	152
1517137200	136
1517138100	136
1517139000	136
1517139900	136
1517140800	132
1517141700	132
1517142600	132
1517143500	132
1517144400	136
1517145300	136
1517146200	136
1517147100	136
1517148000	136
1517148900	136
1517149800	136
1517150700	136
1517151600	180
1517152500	180
1517153400	180
1517154300	180
1517155200	336
1517156100	336
1517157000	336
1517157900	336
1517158800	652
1517159700	652
1517160600	652
1517161500	652
1517162400	644
1517163300	644
1517164200	644
1517165100	644
1517166000	396
1517166900	396
1517167800	396
1517168700	396
1517169600	364
1517170500	364
1517171400	364
1517172300	364
1517173200	348
1517174100	348
1517175000	348
1517175900	348
1517176800	276
1517177700	276
1517178600	276
1517179500	276
1517180400	184
1517181300	184
1517182200	184
1517183100	184
1517184000	176
1517184900	176
1517185800	176
1517186700	176
1517187600	208
1517188500	208
1517189400	208
1517190300	208
1517191200	200
1517192100	200
1517193000	200
1517193900	200
1517194800	172
1517195700	172
1517196600	172
1517197500	172
1517198400	196
1517199300	196
1517200200	196
1517201100	196
1517202000	280
1517202900	280
1517203800	280
1517204700	280
1517205600	372
1517206500	372
1517207400	372
1517208300	372
1517209200	324
1517210100	324
1517211000	324
1517211900	324
1517212800	176
1517213700	176
1517214600	176
1517215500	176
1517216400	176
1517217300	176
1517218200	176
1517219100	176
1517220000	152
1517220900	152
1517221800	152
1517222700	152
1517223600	136
1517224500	136
1517225400	136
1517226300	136
1517227200	132
1517228100	132
1517229000	132
1517229900	132
1517230800	136
1517231700	136
1517232600	136
1517233500	136
1517234400	136
1517235300	136
1517236200	136
1517237100	136
1517238000	180
1517238900	180
1517239800	180
1517240700	180
1517241600	336
1517242500	336
1517243400	336
1517244300	336
1517245200	652
1517246100	652
1517247000	652
1517247900	652
1517248800	644
1517249700	644
1517250600	644
1517251500	644
1517252400	396
1517253300	396
1517254200	396
1517255100	396
1517256000	364
1517256900	364
1517257800	364
1517258700	364
1517259600	348
1517260500	348
1517261400	348
1517262300	348
1517263200	276
1517264100	276
1517265000	276
1517265900	276
1517266800	184
1517267700	184
1517268600	184
1517269500	184
1517270400	176
1517271300	176
1517272200	176
1517273100	176
1517274000	208
1517274900	208
1517275800	208
1517276700	208
1517277600	200
1517278500	200
1517279400	200
1517280300	200
1517281200	172
1517282100	172
1517283000	172
1517283900	172
1517284800	196
1517285700	196
1517286600	196
1517287500	196
1517288400	280
1517289300	280
1517290200	280
1517291100	280
1517292000	372
1517292900	372
1517293800	372
1517294700	372
1517295600	324
1517296500	324
1517297400	324
1517298300	324
1517299200	176
1517300100	176
1517301000	176
1517301900	176
1517302800	176
1517303700	176
1517304600	176
1517305500	176
1517306400	152
1517307300	152
1517308200	152
1517309100	152
1517310000	136
1517310900	136
1517311800	136
1517312700	136
1517313600	132
1517314500	132
1517315400	132
1517316300	132
1517317200	136
1517318100	136
1517319000	136
1517319900	136
1517320800	136
1517321700	136
1517322600	136
1517323500	136
1517324400	180
1517325300	180
1517326200	180
1517327100	180
1517328000	336
1517328900	336
1517329800	336
1517330700	336
1517331600	652
1517332500	652
1517333400	652
1517334300	652
1517335200	644
1517336100	644
1517337000	644
1517337900	644
1517338800	396
1517339700	396
1517340600	396
1517341500	396
1517342400	364
1517343300	364
1517344200	364
1517345100	364
1517346000	348
1517346900	348
1517347800	348
1517348700	348
1517349600	276
1517350500	276
1517351400	276
1517352300	276
1517353200	184
1517354100	184
1517355000	184
1517355900	184
1517356800	176
1517357700	176
1517358600	176
1517359500	176
1517360400	208
1517361300	208
1517362200	208
1517363100	208
1517364000	200
1517364900	200
1517365800	200
1517366700	200
1517367600	172
1517368500	172
1517369400	172
1517370300	172
1517371200	196
1517372100	196
1517373000	196
1517373900	196
1517374800	280
1517375700	280
1517376600	280
1517377500	280
1517378400	372
1517379300	372
1517380200	372
1517381100	372
1517382000	324
1517382900	324
1517383800	324
1517384700	324
1517385600	176
1517386500	176
1517387400	176
1517388300	176
1517389200	176
1517390100	176
1517391000	176
1517391900	176
1517392800	152
1517393700	152
1517394600	152
1517395500	152
1517396400	136
1517397300	136
1517398200	136
1517399100	136
1517400000	132
1517400900	132
1517401800	132
1517402700	132
1517403600	136
1517404500	136
1517405400	136
1517406300	136
1517407200	136
1517408100	136
1517409000	136
1517409900	136
1517410800	180
1517411700	180
1517412600	180
1517413500	180
1517414400	336
1517415300	336
1517416200	336
1517417100	336
1517418000	652
1517418900	652
1517419800	652
1517420700	652
1517421600	644
1517422500	644
1517423400	644
1517424300	644
1517425200	396
1517426100	396
1517427000	396
1517427900	396
1517428800	364
1517429700	364
1517430600	364
1517431500	364
1517432400	348
1517433300	348
1517434200	348
1517435100	348
1517436000	276
1517436900	276
1517437800	276
1517438700	276
1517439600	184
1517440500	184
1517441400	184
1517442300	184
1517443200	176
1517444100	176
1517445000	176
1517445900	176
1517446800	208
1517447700	208
1517448600	208
1517449500	208
1517450400	200
1517451300	200
1517452200	200
1517453100	200
1517454000	172
1517454900	172
1517455800	172
1517456700	172
1517457600	196
1517458500	196
1517459400	196
1517460300	196
1517461200	280
1517462100	280
1517463000	280
